ListingKey,ListingCreationDate,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CreditScoreRangeLower,CreditScoreRangeUpper,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,LoanOriginalAmount,Recommendations,Investors
0F843543787869030F017F8,2012,36,Chargedoff,2013,0.26681,0.2287,2,3,CO,Truck Driver,Self-employed,29,True,680,699,"$50,000-74,999",False,5000,15000,0,21
0F873523720624525E00B20,2011,36,Chargedoff,2012,0.30532,0.2699,6,6,WI,Sales - Commission,Employed,1,False,640,659,"$25,000-49,999",False,2667,2000,0,27
10BE354254173728633D033,2012,36,Defaulted,2012,0.35796999999999995,0.3177,2,1,OH,Administrative Assistant,Employed,84,False,720,739,"$25,000-49,999",True,2833,4000,0,13
10C23461228816873E20817,2009,36,Completed,2011,0.14476,0.1234,9,1,IL,Police Officer/Correction Officer,Full-time,279,True,660,679,"$50,000-74,999",True,5833,2000,0,164
10C53499552694250BE1012,2010,36,Completed,2012,0.34631,0.31,5,7,PA,Nurse (RN),Full-time,24,True,640,659,"$50,000-74,999",True,4667,3000,0,80
10CA35440888969597C16BF,2012,36,Chargedoff,2013,0.35796999999999995,0.3177,3,1,AL,Social Worker,Employed,56,True,740,759,"$25,000-49,999",True,2583,4000,0,25
111835892846741953F498C,2013,60,Completed,2014,0.24754,0.2225,6,2,TX,Food Service Management,Employed,52,True,660,679,"$50,000-74,999",True,4833,10000,0,1
11273541569159931E84F17,2012,36,Defaulted,2012,0.33973000000000003,0.2999,3,6,KY,Military Enlisted,Employed,126,True,620,639,"$25,000-49,999",True,3750,3000,0,31
348934639001802448C8E6C,2009,36,Completed,2011,0.12197999999999999,0.1009,9,3,MD,Accountant/CPA,Full-time,20,False,760,779,"$50,000-74,999",True,4833,5000,1,255
34B034630579271407DEE75,2009,36,Completed,2010,0.09191,0.0712,10,6,OK,Professional,Full-time,259,False,820,839,"$50,000-74,999",True,4169,2200,0,132
10823544952906119C8A3E7,2012,60,Completed,2013,0.20705,0.183,7,3,CA,Computer Programmer,Employed,30,False,680,699,"$75,000-99,999",True,6333,15000,0,149
108C3556447927451623836,2012,36,Chargedoff,2013,0.35796999999999995,0.3177,5,3,NY,Food Service,Employed,52,True,680,699,"$25,000-49,999",True,2500,4000,0,22
10443478111401431D069C2,2010,36,Completed,2011,0.23808,0.2155,8,2,OR,Analyst,Full-time,27,False,700,719,"$25,000-49,999",True,3494,3000,0,146
10513478508167781E58455,2010,36,Completed,2013,0.09643,0.093,8,3,CA,Other,Full-time,201,True,840,859,"$50,000-74,999",True,5250,9000,0,413
34D1354489785280859E146,2012,36,Completed,2012,0.28851,0.2499,5,7,FL,Other,Not employed,9,True,760,779,Not employed,False,0,10000,0,161
34D33477888426825B1868B,2010,36,Completed,2012,0.11295999999999999,0.092,9,3,GA,Tradesman - Mechanic,Full-time,125,True,760,779,"$50,000-74,999",True,5586,6500,0,209
0F1E35343868130956BD68F,2011,36,Defaulted,2012,0.34731,0.3073,1,2,MN,Postal Service,Employed,87,True,660,679,"$50,000-74,999",True,4583,5500,0,45
2D593491034220560C1708E,2010,36,Defaulted,2012,0.27119,0.2365,6,1,CA,Teacher,Self-employed,3,True,860,879,"$25,000-49,999",False,3333,6000,0,243
2D59353745185472301C839,2012,36,Chargedoff,2013,0.35796999999999995,0.3177,5,2,MD,Other,Not employed,7,False,660,679,Not employed,False,0,4000,0,45
0F61352976840231904FB80,2011,36,Completed,2013,0.2951,0.2599,5,7,KY,Other,Employed,211,False,720,739,"$50,000-74,999",True,4167,3800,0,48
10B435350152911102085B4,2011,36,Completed,2012,0.19108,0.1621,8,1,FL,Waiter/Waitress,Employed,79,False,660,679,"$25,000-49,999",True,2083,3000,0,58
10BC3490850656956BA3148,2010,36,Completed,2013,0.29265,0.2575,8,7,NY,Professional,Employed,3,False,660,679,"$100,000+",True,10000,3000,0,53
10C73526527268310E10957,2011,36,Chargedoff,2013,0.35643,0.3199,2,3,VA,Executive,Employed,67,False,740,759,"$50,000-74,999",True,5500,4000,0,13
10583571884290224529BF5,2013,36,Chargedoff,2014,0.19236,0.1559,4,1,WA,Other,Self-employed,26,True,720,739,"$50,000-74,999",False,4417,10000,0,180
105A3472137249194D11EE3,2010,36,Completed,2012,0.21933000000000002,0.197,9,1,NY,Professional,Full-time,12,False,640,659,"$100,000+",True,12500,5500,0,278
2F243591142788191D1D8C5,2013,36,Completed,2013,0.13799,0.1099,6,1,FL,Administrative Assistant,Employed,48,False,720,739,"$25,000-49,999",True,3000,7000,0,1
10743585536867975C08BD4,2013,60,Completed,2013,0.14453,0.1219,7,1,MI,Other,Employed,287,True,700,719,"$25,000-49,999",True,3667,8000,0,1
2EB235404452915583086B8,2012,36,Completed,2013,0.11765999999999999,0.0899,8,7,NY,Professional,Employed,157,True,680,699,"$50,000-74,999",True,6000,2000,0,43
2EB335483770727688D22E1,2012,36,Completed,2013,0.28851,0.2499,6,2,OH,Laborer,Employed,117,True,720,739,"$25,000-49,999",True,2292,2000,0,28
2EBC35024596954310A1C10,2010,36,Completed,2012,0.35858,0.322,5,1,FL,Professional,Employed,74,True,680,699,"$50,000-74,999",True,4504,7500,0,96
300135506070437702CDEB9,2012,12,Completed,2013,0.11893,0.0817,9,1,NY,Computer Programmer,Employed,60,False,740,759,"$100,000+",True,8333,10000,0,21
100534670674655827E7F4A,2009,36,Completed,2012,0.22593000000000002,0.201,10,1,FL,Administrative Assistant,Full-time,227,False,660,679,"$50,000-74,999",True,4333,1500,1,59
101934972144982495F9628,2010,36,Completed,2011,0.31053000000000003,0.275,8,1,IL,Other,Employed,30,False,660,679,"$25,000-49,999",True,2583,5000,0,139
300534705117226858F0631,2009,36,Completed,2013,0.26079,0.2379,7,7,AL,Computer Programmer,Full-time,46,False,660,679,"$25,000-49,999",False,2083,3000,0,94
30423527854712576FEBDB0,2011,36,Chargedoff,2012,0.35131999999999997,0.3149,4,1,PA,Professional,Employed,59,False,720,739,"$25,000-49,999",True,2667,6000,0,2
2ED23547507547938DE4F13,2012,36,Chargedoff,2013,0.33553,0.2958,6,1,MO,Police Officer/Correction Officer,Employed,95,True,640,659,"$25,000-49,999",True,3500,2500,0,24
101F35507532151104C0F0D,2012,36,Completed,2012,0.35796999999999995,0.3177,5,1,CO,Retail Management,Employed,39,False,680,699,"$25,000-49,999",True,2750,4000,0,86
1023354737099538398D0DE,2012,36,Chargedoff,2013,0.35796999999999995,0.3177,4,1,VA,Other,Employed,19,True,680,699,"$25,000-49,999",True,3750,4000,0,16
10533518599067155D72A89,2011,36,Completed,2012,0.35643,0.3199,4,1,MD,Other,Employed,141,True,680,699,"$50,000-74,999",True,5000,7500,0,103
105D3483880974848E4B816,2010,36,Completed,2013,0.37401999999999996,0.3495,5,1,OH,Other,Full-time,63,False,620,639,"$25,000-49,999",True,3958,2500,1,34
3046355508616928265C00B,2012,36,Completed,2013,0.35796999999999995,0.3177,1,18,CA,Engineer - Mechanical,Employed,48,True,660,679,"$75,000-99,999",True,6667,4000,0,45
107C35242759033753499C3,2011,36,Completed,2014,0.16055999999999998,0.139,9,1,TX,Teacher,Employed,48,False,720,739,"$25,000-49,999",True,3750,4500,0,78
10883544668474261D10D45,2012,36,Chargedoff,2013,0.22455999999999998,0.1874,4,15,NC,Accountant/CPA,Employed,5,False,680,699,"$50,000-74,999",True,6000,7000,0,123
11973532005986614640129,2011,36,Completed,2013,0.2951,0.2599,6,7,FL,Dentist,Employed,39,False,700,719,"$100,000+",True,10000,10000,0,21
306A3553127628328914D5D,2012,36,Completed,2013,0.32333,0.2839,8,1,NJ,Professional,Employed,10,False,640,659,"$50,000-74,999",True,5000,4000,0,44
309B3541958507940650040,2012,36,Chargedoff,2012,0.26681,0.2287,5,1,KY,Other,Full-time,38,False,640,659,"$1-24,999",True,2000,5025,0,102
00873485276243227609735,2010,36,Chargedoff,2013,0.28574,0.2625,7,1,TX,Sales - Retail,Full-time,23,False,640,659,"$50,000-74,999",True,4183,2500,0,68
008C3508301726590943A48,2011,36,Chargedoff,2011,0.30532,0.2699,6,1,CA,Architect,Self-employed,18,False,660,679,"$25,000-49,999",False,2500,4000,0,84
009A34936341065418CB69A,2010,36,Completed,2012,0.38486,0.3435,5,6,KS,Other,Employed,75,True,660,679,"$25,000-49,999",True,2917,1500,0,40
08F435261626610601B01CE,2011,36,Completed,2013,0.16055999999999998,0.139,9,7,NY,Analyst,Employed,109,True,800,819,"$50,000-74,999",True,5250,15000,0,230
30D334984031125411BD72C,2010,36,Completed,2012,0.31053000000000003,0.275,8,1,AL,Executive,Employed,158,True,660,679,"$100,000+",True,8750,7500,0,205
08DC3557692542139C62155,2012,36,Chargedoff,2013,0.35796999999999995,0.3177,5,1,OH,Nurse (LPN),Employed,65,True,700,719,"$50,000-74,999",True,5475,4000,0,37
00AD35425251122022457F4,2012,36,Completed,2012,0.35796999999999995,0.3177,3,7,NJ,Other,Not employed,2,False,760,779,Not employed,False,0,2000,0,47
00E03508649158493A4BE41,2011,36,Chargedoff,2012,0.2951,0.2599,6,1,TN,Other,Employed,41,True,720,739,"$25,000-49,999",True,2414,2000,0,44
30FD3469341369366F72F83,2009,36,Chargedoff,2011,0.09844,0.095,9,1,MD,Medical Technician,Full-time,74,True,800,819,"$25,000-49,999",True,3000,5000,0,205
094D3534821837880D65EB9,2011,12,Completed,2012,0.28918,0.19,7,7,GA,Professional,Employed,8,True,700,719,"$100,000+",True,15000,2000,0,9
09543466789756942ED5B40,2009,36,Completed,2013,0.37699,0.34,2,3,CO,Truck Driver,Self-employed,1,False,640,659,"$50,000-74,999",False,4167,2500,0,56
08F53518598636417B0B12D,2011,12,Completed,2011,0.34105,0.2499,6,6,MN,Professional,Employed,122,True,680,699,"$50,000-74,999",True,4333,3000,0,49
00B635158228376318ABCE4,2011,36,Completed,2011,0.32576,0.2899,3,1,CA,Clerical,Full-time,164,False,660,679,"$25,000-49,999",True,3500,4500,0,29
00C63539543280000A9A48B,2012,36,Completed,2013,0.35796999999999995,0.3177,5,19,NM,Executive,Employed,31,False,700,719,"$25,000-49,999",True,3750,4000,0,2
31493477188507681750FCE,2010,36,Completed,2011,0.16005,0.1385,8,7,OH,Computer Programmer,Full-time,39,True,720,739,"$50,000-74,999",True,6167,4000,0,107
08F63499047448294C7B049,2010,36,Defaulted,2012,0.2952,0.26,6,1,MO,Other,Full-time,68,False,620,639,"$25,000-49,999",True,3163,4000,0,91
08FB351794067077767F238,2011,36,Completed,2012,0.35643,0.3199,5,3,CA,Other,Employed,32,False,640,659,"$75,000-99,999",True,6667,7500,0,114
09143546084063023AE7720,2012,12,Completed,2013,0.31368,0.2343,8,3,OK,Retail Management,Employed,38,False,640,659,"$75,000-99,999",True,6667,4000,0,84
410A3519266917711582802,2011,36,Completed,2013,0.30532,0.2699,5,7,CT,Professional,Self-employed,110,True,740,759,"$100,000+",False,12500,7000,0,31
410F354681069774329D89F,2012,36,Defaulted,2013,0.22741999999999998,0.1902,5,1,KS,Other,Employed,61,True,660,679,"$25,000-49,999",True,3631,3000,0,54
411D3488346878909FEF3B2,2010,36,Completed,2012,0.11295999999999999,0.092,9,1,OK,Professional,Full-time,45,True,720,739,"$100,000+",True,16667,4700,0,135
412935579649244494ACA23,2012,60,Completed,2013,0.23718000000000003,0.2124,8,1,GA,Tradesman - Electrician,Employed,37,True,740,759,"$25,000-49,999",True,2917,11000,0,52
00F73576880451894AC2493,2013,60,Chargedoff,2013,0.32393,0.2969,3,15,FL,Professional,Full-time,98,False,620,639,"$50,000-74,999",True,4167,4000,0,58
09A834766838075716C53F0,2010,36,Chargedoff,2011,0.34915,0.325,7,2,NY,Architect,Full-time,91,True,720,739,"$75,000-99,999",True,8083,8000,0,62
09AC35424172422634FEA19,2012,60,Completed,2013,0.35838000000000003,0.3304,3,1,MI,Computer Programmer,Employed,5,True,640,659,"$75,000-99,999",True,7083,4000,0,21
09B235528699752739AD9A8,2012,12,Completed,2013,0.17969000000000002,0.1224,8,1,CA,Executive,Employed,66,False,720,739,"$100,000+",True,8333,6950,0,12
09D1347548454218981DE75,2010,36,Completed,2013,0.10645,0.103,8,1,ID,Engineer - Chemical,Full-time,320,True,820,839,"$100,000+",True,8750,20000,0,685
2C66352885933940852892E,2011,36,Completed,2013,0.1322,0.111,8,1,IL,Computer Programmer,Full-time,135,True,760,779,"$50,000-74,999",True,6083,10000,0,131
2C6B3491775423171F44121,2010,36,Completed,2011,0.38058000000000003,0.3435,5,1,AZ,Professional,Employed,103,False,660,679,"$50,000-74,999",True,4333,7500,0,235
2C71357856570789463BB05,2013,36,Defaulted,2014,0.35356,0.3134,3,13,GA,Other,Other,28,False,620,639,"$1-24,999",True,1061,4000,0,50
2C7D3580022526634A1961E,2013,36,Completed,2014,0.25013,0.2124,8,1,WV,Construction,Employed,220,True,760,779,"$100,000+",True,10000,9000,0,98
412A3498361284046A26104,2010,36,Completed,2013,0.13271,0.1115,9,1,TN,Analyst,Employed,40,True,740,759,"$75,000-99,999",True,6667,10000,0,292
41363545712758957BFF1D1,2012,36,Chargedoff,2013,0.28851,0.2499,5,7,ID,Other,Employed,284,False,740,759,"$25,000-49,999",True,2917,15000,0,284
41373467068292005CA24A6,2009,36,Completed,2010,0.36438000000000004,0.34,9,1,OH,Administrative Assistant,Full-time,30,False,640,659,"$25,000-49,999",True,2750,2500,0,30
44BA3509292123970CE74FF,2011,36,Chargedoff,2013,0.35643,0.3199,5,1,NV,Other,Employed,15,True,700,719,"$100,000+",True,11430,7500,0,80
010C349938502072454E3A0,2010,36,Chargedoff,2012,0.30951,0.274,6,3,TN,Executive,Full-time,50,True,720,739,"$25,000-49,999",True,3033,7500,1,224
010E3535902893498204A4A,2012,36,Chargedoff,2013,0.34576999999999997,0.3058,6,1,TX,Attorney,Employed,3,False,640,659,"$75,000-99,999",True,6250,4000,0,2
09A135131486517908170B2,2011,36,Chargedoff,2011,0.35643,0.3199,4,3,WA,Other,Employed,23,True,740,759,"$25,000-49,999",True,2667,7500,0,42
319F35586094281891EF679,2012,36,Completed,2013,0.35796999999999995,0.3177,3,2,AR,Truck Driver,Employed,407,True,680,699,"$50,000-74,999",True,5417,4000,0,62
31A83531885837559B78447,2011,36,Completed,2013,0.18986,0.1609,5,1,VA,Administrative Assistant,Employed,14,False,720,739,"$25,000-49,999",True,2885,7000,0,142
44CC35929468604657DB75D,2013,60,Completed,2014,0.22908,0.2045,4,1,MN,Engineer - Mechanical,Employed,111,True,680,699,"$50,000-74,999",True,5000,7000,0,7
44DB352464754367911867C,2011,36,Completed,2014,0.202,0.1799,8,1,SC,Other,Employed,35,False,720,739,"$25,000-49,999",True,3133,13500,0,111
44E73584436289505F20F76,2013,60,Completed,2013,0.25718,0.2319,3,1,OK,Doctor,Employed,61,True,640,659,"$75,000-99,999",True,7500,10000,0,17
099D35411858817066CFB2A,2012,36,Completed,2013,0.17359000000000002,0.1449,6,15,WA,Police Officer/Correction Officer,Full-time,49,True,760,779,"$25,000-49,999",True,3083,2500,0,45
09AF355728033350634B1C9,2012,60,Chargedoff,2013,0.27554,0.2498,7,1,PA,Professional,Employed,18,False,720,739,"$1-24,999",True,1917,10000,0,5
31EA3509305854739B5AD6B,2011,36,Completed,2013,0.22871999999999998,0.1949,6,7,MO,Nurse (RN),Employed,456,True,780,799,"$75,000-99,999",True,6500,14584,0,234
32003473670394441A2BC17,2010,36,Chargedoff,2011,0.2974,0.274,7,1,MD,Other,Full-time,113,True,660,679,"$50,000-74,999",True,5417,5000,0,170
450935699054612586A8915,2013,12,Completed,2013,0.17493,0.1177,7,1,NV,Pilot - Private/Commercial,Employed,166,True,720,739,"$100,000+",True,8500,4000,0,72
450B35441332938961FF323,2012,36,Chargedoff,2012,0.35796999999999995,0.3177,4,1,NJ,Other,Other,21,False,700,719,"$25,000-49,999",False,3750,4000,0,5
45133492295495646AB7671,2010,36,Completed,2011,0.31053000000000003,0.275,6,3,WA,Other,Retired,39,True,760,779,"$50,000-74,999",False,6200,5000,0,72
089C348555489823736377D,2010,36,Chargedoff,2013,0.24806999999999998,0.21,5,7,OK,Sales - Commission,Full-time,26,False,600,619,"$25,000-49,999",True,2500,1000,0,31
00943489018254614AA7153,2010,36,Completed,2011,0.15355,0.15,7,2,VA,Pharmacist,Full-time,13,True,840,859,"$100,000+",True,9167,15000,0,201
32243485108585500871824,2010,36,Completed,2011,0.24821999999999997,0.2255,8,7,GA,Teacher,Full-time,33,True,720,739,"$50,000-74,999",True,5000,5000,0,102
322E3500056204351302859,2010,36,Completed,2012,0.31053000000000003,0.275,7,7,MI,Professional,Employed,136,False,680,699,"$25,000-49,999",True,4125,3000,0,79
323A353064474891242C45F,2011,36,Completed,2013,0.2951,0.2599,7,1,PA,Other,Employed,340,True,640,659,"$75,000-99,999",True,6250,10000,0,13
32543499181220496DBB555,2010,36,Completed,2011,0.36783000000000005,0.3269,1,1,CA,Professional,Employed,136,True,660,679,"$50,000-74,999",True,5917,1500,0,27
3BC835563056969451C3CF8,2012,12,Completed,2012,0.18525999999999998,0.1279,4,15,TN,Executive,Full-time,409,True,680,699,"$50,000-74,999",True,5667,2000,0,21
453235143743853196BBBCA,2011,36,Completed,2012,0.35643,0.3199,7,1,NH,Professional,Employed,230,False,640,659,"$25,000-49,999",True,3500,6290,0,121
456D347299603286333614B,2010,36,Chargedoff,2011,0.37453000000000003,0.35,5,2,IL,Truck Driver,Full-time,66,False,700,719,"$50,000-74,999",True,4167,3000,0,97
45933467644661436ED74B8,2009,36,Completed,2012,0.25886,0.236,5,2,FL,Other,Full-time,14,True,760,779,"$25,000-49,999",True,2833,21500,0,718
094B3528869704682053C28,2011,36,Completed,2012,0.29254,0.2574,4,1,CO,Truck Driver,Employed,19,False,620,639,"$25,000-49,999",True,2083,4000,0,56
09583534263344561EBCA39,2011,36,Completed,2013,0.28974,0.2511,6,1,FL,Administrative Assistant,Employed,43,False,640,659,"$50,000-74,999",True,4417,10000,0,4
00C53510427046493B0F72C,2011,36,Defaulted,2012,0.2951,0.2599,7,1,GA,Other,Employed,55,False,640,659,"$25,000-49,999",True,2529,7500,0,117
00E9357631185472594BC5A,2013,36,Completed,2013,0.25781,0.2199,2,18,TX,Other,Employed,37,True,660,679,"$50,000-74,999",False,6000,3200,0,44
32563595673920080D07C8A,2013,60,Completed,2014,0.24856,0.2235,4,1,CO,Homemaker,Self-employed,1,False,660,679,"$75,000-99,999",False,6250,10000,0,83
3261346707386221841FBCC,2009,36,Completed,2010,0.2832,0.26,5,2,IN,Engineer - Mechanical,Full-time,114,True,640,659,"$25,000-49,999",True,3417,2100,2,64
32713505806548036C2D3D3,2011,36,Completed,2014,0.35643,0.3199,5,1,GA,Retail Management,Employed,42,True,700,719,"$50,000-74,999",True,4500,7500,0,79
3C0735689465562535178E3,2013,60,Completed,2014,0.32321,0.2962,6,1,FL,Truck Driver,Employed,3,False,620,639,"$25,000-49,999",False,3083,2100,0,23
45A63539447744998BB769C,2012,12,Completed,2012,0.24148000000000003,0.1434,7,16,CA,Analyst,Employed,1,False,700,719,"$50,000-74,999",True,6000,4000,0,95
45B035268098596612FD13F,2011,36,Completed,2012,0.13413,0.1129,8,1,IL,Clerical,Employed,162,True,740,759,"$50,000-74,999",True,4917,25000,0,106
091E3551225697388A73A25,2012,60,Completed,2013,0.17849,0.1551,8,1,TX,Analyst,Employed,3,True,760,779,"$75,000-99,999",True,7083,13000,0,15
094C35346951807779E0F80,2011,36,Completed,2013,0.28851,0.2499,5,7,CA,Nurse (RN),Employed,58,True,800,819,"$50,000-74,999",True,4542,15000,0,243
07F53523029323052B468D5,2011,36,Completed,2012,0.35643,0.3199,5,1,TX,Computer Programmer,Employed,11,True,680,699,"$50,000-74,999",True,6180,7000,0,12
3C3A3503997125520E40030,2011,36,Completed,2013,0.33097,0.295,7,7,WA,Executive,Employed,32,True,680,699,"$75,000-99,999",True,7917,3500,0,20
00F43563947805596EC80E9,2012,60,Chargedoff,2013,0.35097,0.3232,5,2,MO,Accountant/CPA,Employed,154,True,720,739,"$50,000-74,999",True,5500,4000,0,81
00D53487827278990464FBA,2010,36,Completed,2010,0.07439,0.071,10,2,FL,Attorney,Full-time,200,True,820,839,"$100,000+",False,8833,2500,0,76
00F13534158626187686B3B,2011,36,Completed,2012,0.12528,0.0974,8,1,NY,Other,Employed,8,False,680,699,"$100,000+",True,13333,20500,0,335
327C3504090043300E2296C,2010,36,Completed,2013,0.17069,0.149,9,6,NJ,Truck Driver,Employed,54,False,680,699,"$25,000-49,999",True,3333,3500,0,56
2C823483281052101B3075F,2010,36,Chargedoff,2011,0.29588000000000003,0.2725,6,1,OR,Other,Part-time,3,True,720,739,"$25,000-49,999",True,2500,5000,0,146
45C8355717032471171C0DA,2012,36,Completed,2012,0.33050999999999997,0.2909,6,1,NJ,Other,Employed,4,False,680,699,"$1-24,999",True,1667,2500,0,6
08033527874827419A0CBFD,2011,36,Completed,2013,0.34886999999999996,0.3125,1,3,MO,Other,Self-employed,46,False,640,659,"$25,000-49,999",False,3500,4000,0,88
3C873545184700684837D05,2012,36,Completed,2012,0.21372,0.1768,8,18,AL,Professional,Employed,11,True,760,779,"$100,000+",True,11250,15000,0,229
00F53475360689774DBFE78,2010,36,Completed,2013,0.22135,0.199,9,2,FL,Other,Retired,289,True,660,679,"$50,000-74,999",True,5000,2500,0,113
010835817016877113BB4BA,2013,60,Completed,2013,0.10878,0.0869,10,1,NJ,Analyst,Employed,27,True,780,799,"$100,000+",True,10000,10000,0,179
46233536477253768466285,2012,60,Completed,2014,0.32989,0.3027,6,13,OH,Skilled Labor,Employed,7,False,740,759,"$25,000-49,999",True,2083,7000,0,68
08BC3578623464934AD86C5,2013,60,Completed,2014,0.23051999999999997,0.2059,4,1,NJ,Accountant/CPA,Employed,1,True,720,739,"$100,000+",True,12083,25000,0,1
08EA3472680667767D4CC32,2010,36,Completed,2012,0.25227,0.2295,7,6,LA,Tradesman - Electrician,Full-time,48,False,780,799,"$75,000-99,999",True,7667,16000,0,599
3CDE3504358322133D73C12,2010,36,Completed,2011,0.30532,0.2699,7,7,WA,Other,Not employed,23,False,720,739,Not employed,False,0,2500,0,11
374F348558471275119EF90,2010,36,Completed,2011,0.07479,0.0714,10,1,FL,Administrative Assistant,Part-time,17,False,740,759,"$1-24,999",True,1667,1000,0,18
375D356964807654052BE85,2013,36,Chargedoff,2013,0.25013,0.2124,3,1,WA,Executive,Employed,23,True,720,739,"$75,000-99,999",True,6500,15000,0,259
376F3494682304277A1C7EC,2010,36,Completed,2013,0.15803,0.1365,8,3,GA,Professional,Employed,112,True,820,839,"$100,000+",True,9083,15000,0,315
4651348340895192624732E,2010,36,Completed,2013,0.37453000000000003,0.35,5,1,MO,Tradesman - Mechanic,Full-time,238,True,640,659,"$75,000-99,999",True,6250,4000,0,71
46553580674004427432D1D,2013,36,Chargedoff,2014,0.18725,0.1509,6,1,IL,Police Officer/Correction Officer,Employed,154,False,720,739,"$25,000-49,999",True,2716,10000,0,1
0936351686538361703AD7D,2011,36,Completed,2013,0.08331000000000001,0.0799,10,1,GA,Other,Employed,51,True,800,819,"$100,000+",True,10000,14000,0,143
0A2C3466655720351C4C917,2009,36,Completed,2012,0.25998000000000004,0.2371,9,1,CA,Computer Programmer,Full-time,37,False,640,659,"$75,000-99,999",True,6250,4500,0,145
0A4E354059072127709AF2B,2012,36,Completed,2014,0.11765999999999999,0.0899,8,2,NC,Police Officer/Correction Officer,Employed,306,False,700,719,"$25,000-49,999",True,3500,6000,0,53
3D113547601415146E935A6,2012,12,Completed,2013,0.20784,0.1304,2,1,CA,Accountant/CPA,Employed,14,True,740,759,"$25,000-49,999",True,2625,2000,0,28
3D133460840417887C06DE0,2009,36,Completed,2012,0.39153000000000004,0.35,6,3,PA,Professional,Self-employed,70,True,660,679,"$75,000-99,999",False,7083,1000,0,5
00CC3482832502051EB02FD,2010,36,Completed,2011,0.22135,0.199,9,1,NE,Analyst,Full-time,32,True,640,659,"$50,000-74,999",True,4167,4000,0,79
01033464351866809871CC2,2009,36,Completed,2012,0.09744,0.094,9,3,GA,Professional,Full-time,41,True,800,819,"$75,000-99,999",True,6517,6000,0,251
